,subjects,preprocessed,statement,bidirectional_statement
6094,"Says female genital mutilation is a central African problem, not an Islamic problem, as Bill Maher suggested.","['say', 'female', 'genital', 'mutilation', 'central', 'african', 'problem', 'islamic', 'problem', 'maher', 'suggested']",mostly-true,true
6095,"Because of the new health care law, Americans no longer will see their coverage dropped or capped when illness strikes.","['new', 'health', 'care', 'law', 'american', 'longer', 'coverage', 'dropped', 'capped', 'illness', 'strike']",mostly-true,true
6096,Says tax revenue was lower than expected in May and thats basically a clear indication the governors counselors are probably right -- that we are still not out of the woods yet.,"['say', 'tax', 'revenue', 'lower', 'expected', 'thats', 'basically', 'clear', 'indication', 'governor', 'counselor', 'probably', 'right', 'wood']",barely-true,false
6097,"Congressional Republicans have introduced dozens of bills on social issues and other topics, but zero on job creation.","['congressional', 'republican', 'introduced', 'dozen', 'bill', 'social', 'issue', 'topic', 'zero', 'job', 'creation']",pants-fire,false
6098,1.53 million jobs are at risk (from potential defense cuts).,"['million', 'job', 'risk', 'potential', 'defense', 'cut']",mostly-true,true
6099,"The Clinton Foundation took steps that went above and beyond all legal requirements and, indeed, all standard requirements followed by every other charitable organization.","['clinton', 'foundation', 'took', 'step', 'went', 'legal', 'requirement', 'standard', 'requirement', 'followed', 'charitable', 'organization']",half-true,true
6100,Says Hillary Clinton once wanted a wall on the Mexican border.,"['say', 'hillary', 'clinton', 'wanted', 'wall', 'mexican', 'border']",half-true,true
6101,"Obama ""closed offshore tax safe havens.""","['obama', 'closed', 'offshore', 'tax', 'safe', 'haven']",half-true,true
6102,Health care mandate will require imprisonment and fines for Americans who cant afford to purchase insurance or pay hefty government penalties.,"['health', 'care', 'mandate', 'require', 'imprisonment', 'fine', 'american', 'afford', 'purchase', 'insurance', 'pay', 'hefty', 'government', 'penalty']",barely-true,false
6103,"On foreign policy, Joe Biden was against aid for Vietnam, said the fall of the Shah was a step forward for human rights in Iran, opposed Reagans defense build-up and voted against the first Gulf War.","['foreign', 'policy', 'joe', 'biden', 'aid', 'vietnam', 'said', 'fall', 'shah', 'step', 'forward', 'human', 'right', 'iran', 'opposed', 'reagan', 'defense', 'build', 'voted', 'gulf', 'war']",mostly-true,true
6104,Says his tax plan wouldnt leave the federal government with a $1.1 trillion hole.,"['say', 'tax', 'plan', 'wouldnt', 'leave', 'federal', 'government', 'trillion', 'hole']",false,false
6105,"The presidents come out with rules that say, No new coal-fired power plants.","['president', 'come', 'rule', 'say', 'new', 'coal', 'fired', 'power', 'plant']",barely-true,false
6106,"If the U.S. didnt borrow $1.2 trillion every year to fund government operations, that money would be available for entrepreneurs and business people to put to work creating jobs and building and expanding their businesses.","['didnt', 'borrow', 'trillion', 'year', 'fund', 'government', 'operation', 'money', 'available', 'entrepreneur', 'business', 'people', 'work', 'creating', 'job', 'building', 'expanding', 'business']",false,false
6107,"Long-term federal investment in U.S. airports is urgent because there was a recent survey of the top airports in the world, and there was not a single U.S. airport that came in the top 25.","['long', 'term', 'federal', 'investment', 'airport', 'urgent', 'recent', 'survey', 'airport', 'world', 'single', 'airport', 'came']",mostly-true,true
6108,I actually started criticizing the war in Iraq before (Obama) did.,"['actually', 'started', 'criticizing', 'war', 'iraq', 'obama']",false,false
6109,The health insurance plan that (members of Congress) have is no different than any other federal employees in the United States government.,"['health', 'insurance', 'plan', 'member', 'congress', 'different', 'federal', 'employee', 'united', 'state', 'government']",true,true
6110,"Since I was elected, crime rates have been at their lowest in over a decade.","['elected', 'crime', 'rate', 'lowest', 'decade']",mostly-true,true
6111,U.S. Rep. John Barrows plan puts the IRS in charge of your health care.,"['rep', 'john', 'barrow', 'plan', 'put', 'irs', 'charge', 'health', 'care']",barely-true,false
6112,"In 2006, Arizona had four ballot issues that were ""very tough on illegal immigration... Forty-seven percent of the Hispanics in Arizona voted for them.""","['arizona', 'ballot', 'issue', 'tough', 'illegal', 'immigration', 'seven', 'percent', 'hispanic', 'arizona', 'voted']",barely-true,false
6113,"For every [coyote] they kill, the population will replace and usually multiply.","['coyote', 'kill', 'population', 'replace', 'usually', 'multiply']",mostly-true,true
6114,"Number of Americans killed by terrorism in the last decade: 24. Number of Americans killed by guns in the last decade: 280,024.","['number', 'american', 'killed', 'terrorism', 'decade', 'number', 'american', 'killed', 'gun', 'decade']",mostly-true,true
6115,Its expressly prohibited by law that you can read and wholly surveil domestic email traffic in the United States.,"['expressly', 'prohibited', 'law', 'read', 'wholly', 'surveil', 'domestic', 'email', 'traffic', 'united', 'state']",mostly-true,true
6116,The Books Sarah Palin tried to have banned.,"['book', 'sarah', 'palin', 'tried', 'banned']",pants-fire,false
6117,Says unemployment would be at 10 percent if people who have quit looking for work were included in federal labor force calculations.,"['say', 'unemployment', 'percent', 'people', 'quit', 'looking', 'work', 'included', 'federal', 'labor', 'force', 'calculation']",half-true,true
6118,Says Colorado congressional candidate Morgan Carroll voted to allow welfare recipients to use your tax dollars at ATMs at strip clubs and pot dispensaries.,"['say', 'colorado', 'congressional', 'candidate', 'morgan', 'carroll', 'voted', 'allow', 'welfare', 'recipient', 'use', 'tax', 'dollar', 'atm', 'strip', 'club', 'pot', 'dispensary']",mostly-true,true
6119,"Georgia has the most restrictive ballot access laws in the country.	elections	mary-n			independent	0	0	0	0	0	a television interview
3666.json	false	On whether the federal debt limit should be raised	federal-budget	barack-obama	President	Illinois	democrat	70	71	160	163	9	an interview with George Stephanopoulos
4608.json	half-true	When George W. Bush was governor of Texas, the percentage uninsured went down. Under his successor, Rick Perry, its gone up.	children,health-care,new-hampshire-2012	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	a Republicam debate in Hanover, N.H.
11023.json	false	Says his book,The Art of the Deal,is the No. 1 selling business book of all time.	candidates-biography,job-accomplishments	donald-trump	President-Elect	New York	republican	63	114	51	37	61	remarks on CNN.
2096.json	half-true	Democrats in the 1930s wanted President Franklin Roosevelt to be more conservative.	history,pundits,abc-news-week	george-will	Columnist	Maryland	columnist	7	6	3	5	1	a roundtable discussion on ABC's This Week
12853.json	true	Says Danny Tarkanian wants to defund Planned Parenthood and would outlaw a womans right to choose, even in cases of rape or incest.	abortion	jacky-rosen		Nevada	democrat	0	0	0	0	0	a press release.
12670.json	pants-fire	Condemning violence against the police and urging support for the police is markedly absent from President Barack Obamas public remarks.	criminal-justice	william-johnson			organization	0	0	0	0	1	an interview on Fox News
1508.json	half-true	Florida leads the nation in elected officials charged with crimes.""","['georgia', 'restrictive', 'ballot', 'access', 'law', 'country', 'election', 'mary', 'independent', 'television', 'interview', 'json', 'false', 'federal', 'debt', 'limit', 'raised', 'federal', 'budget', 'barack', 'obama', 'president', 'illinois', 'democrat', 'interview', 'george', 'stephanopoulos', 'json', 'half', 'true', 'george', 'bush', 'governor', 'texas', 'percentage', 'uninsured', 'went', 'successor', 'rick', 'perry', 'gone', 'child', 'health', 'care', 'new', 'hampshire', 'mitt', 'romney', 'governor', 'massachusetts', 'republican', 'republicam', 'debate', 'hanover', 'json', 'false', 'say', 'book', 'art', 'deal', 'selling', 'business', 'book', 'time', 'candidate', 'biography', 'job', 'accomplishment', 'donald', 'trump', 'president', 'elect', 'new', 'york', 'republican', 'remark', 'cnn', 'json', 'half', 'true', 'democrat', 'wanted', 'president', 'franklin', 'roosevelt', 'conservative', 'history', 'pundit', 'abc', 'news', 'week', 'george', 'columnist', 'maryland', 'columnist', 'roundtable', 'discussion', 'abc', 'week', 'json', 'true', 'say', 'danny', 'tarkanian', 'want', 'defund', 'planned', 'parenthood', 'outlaw', 'woman', 'right', 'choose', 'case', 'rape', 'incest', 'abortion', 'jacky', 'rosen', 'nevada', 'democrat', 'press', 'release', 'json', 'pant', 'condemning', 'violence', 'police', 'urging', 'support', 'police', 'markedly', 'absent', 'president', 'barack', 'obamas', 'public', 'remark', 'criminal', 'justice', 'william', 'johnson', 'organization', 'interview', 'fox', 'news', 'json', 'half', 'true', 'florida', 'lead', 'nation', 'elected', 'official', 'charged', 'crime']",true,true
6120,Says Donald Trumps Make America Great Again caps are made in China.,"['say', 'donald', 'trump', 'make', 'america', 'great', 'cap', 'china']",pants-fire,false
6121,Sherrod Brown has voted with Barack Obama 95 percent of the time.,"['sherrod', 'brown', 'voted', 'barack', 'obama', 'percent', 'time']",true,true
6122,"Says Sidney Blumenthal wrote that the Benghazi attack was almost certainly preventable. Clinton was in charge of the State Department, and it failed to protect U.S. personnel and an American consulate in Libya.","['say', 'sidney', 'blumenthal', 'wrote', 'benghazi', 'attack', 'certainly', 'preventable', 'clinton', 'charge', 'state', 'department', 'failed', 'protect', 'personnel', 'american', 'consulate', 'libya']",false,false
6123,"Gun marketplaces on Facebook mean ANYONE can broker a deal on a gun online, meet the seller in a parking lot somewhere, and walk away with a weapon.","['gun', 'marketplace', 'facebook', 'mean', 'broker', 'deal', 'gun', 'online', 'meet', 'seller', 'parking', 'lot', 'walk', 'away', 'weapon']",mostly-true,true
6124,I saw my father march with Martin Luther King.,"['saw', 'father', 'march', 'martin', 'luther', 'king']",barely-true,false
6125,"Over the last four years, 53 percent of black wealth has just disappeared.","['year', 'percent', 'black', 'wealth', 'disappeared']",mostly-true,true
6126,Our community (Tampa Bay) is one of the 10 most threatened by the sea level rise in the world.,"['community', 'tampa', 'bay', 'threatened', 'sea', 'level', 'rise', 'world']",mostly-true,true
6127,Debt doubled under Bush and now its tripling under Barack Obamas watch.,"['debt', 'doubled', 'bush', 'tripling', 'barack', 'obamas', 'watch']",half-true,true
6128,"Since Florida passed the stand your ground law in 2005, deaths due to self-defense have jumped over 250 percent.","['florida', 'passed', 'stand', 'ground', 'law', 'death', 'self', 'defense', 'jumped', 'percent']",half-true,true
